date,market_cap_rate,market_effective_rent_growth_12_mo,market_effective_rentunit,market_sale_price_growth,market_sale_price_per_unit,occupancy_rate,revenue,opex,noi,market,date_calculated,slice
2026-12-31,0.0933786854147911,0.0390665642917156,1006.79541015625,0.0643307448125711,65338.5533,0.938192188739777,11334.811073611845,0.54,5214.013093861448,"Akron,Ohio",2024-12-31,Class C
2027-12-31,0.0901786834001541,0.028852442279458,1035.84399414063,0.0691140057903138,69854.3624,0.938706457614899,11668.241356577028,0.54,5367.391024025433,"Akron,Ohio",2024-12-31,Class C
2028-12-31,0.086678683757782,0.0238813851028681,1060.58129882813,0.0680980599652267,74611.309,0.937546908855438,11932.136619674386,0.54,5488.782845050217,"Akron,Ohio",2024-12-31,Class C
2029-12-31,0.0845786854624748,0.018043976277113,1079.71838378906,0.0454194458202777,78000.1133,0.935784757137299,12124.608066608671,0.54,5577.319710639988,"Akron,Ohio",2024-12-31,Class C
2024-12-31,0.0766000002622604,0.0650034174323082,1048.72119140625,-0.0057535509036883,53001.2863,0.977289915084839,0.0,,0.0,"Albany,Georgia",2024-12-31,Class A
2025-12-31,0.0775000005960464,0.03915024548769,1089.77880859375,0.0297487624317136,54578.0089,0.972009122371674,12711.299319845513,0.54,5847.197687128935,"Albany,Georgia",2024-12-31,Class A
2026-12-31,0.0759999975562096,0.0482278503477573,1142.33654785156,0.0756259375669689,58705.522,0.965019702911377,13228.527312390246,0.54,6085.122563699513,"Albany,Georgia",2024-12-31,Class A
2027-12-31,0.0733999982476234,0.037587434053421,1185.27404785156,0.0800909419192025,63407.3026,0.958029806613922,13626.334402172768,0.54,6268.113824999473,"Albany,Georgia",2024-12-31,Class A
2028-12-31,0.0706000030040741,0.0342747755348682,1225.89904785156,0.0800028821904644,68480.0696,0.956168293952942,14065.989613713147,0.54,6470.355222308047,"Albany,Georgia",2024-12-31,Class A
2029-12-31,0.0688999965786934,0.0278798528015614,1260.07690429688,0.0569346740820604,72378.96,0.956016838550568,14455.856860517877,0.54,6649.694155838223,"Albany,Georgia",2024-12-31,Class A
2024-12-31,0.0809522718191147,0.029184851795435,908.674865722656,-0.0052726905294858,59122.3157,0.894640386104584,0.0,,0.0,"Albany,Georgia",2024-12-31,Class B
2025-12-31,0.0818522721529007,0.0338757112622261,939.456848144531,0.0253635623756925,60621.8682,0.888723433017731,10019.007783060297,0.54,4608.743580207736,"Albany,Georgia",2024-12-31,Class B
2026-12-31,0.0803522691130638,0.042703315615654,979.574768066406,0.0701310090543386,64873.341,0.882810950279236,10377.351982395192,0.54,4773.581911901788,"Albany,Georgia",2024-12-31,Class B
2027-12-31,0.0777522698044777,0.0324054881930351,1011.31842041016,0.0745416986088086,69709.1101,0.8768590092659,10641.404018078494,0.54,4895.045848316107,"Albany,Georgia",2024-12-31,Class B
2028-12-31,0.0749522745609283,0.0292727891355753,1040.92248535156,0.0746111500273993,74910.187,0.875102162361145,10930.96221337785,0.54,5028.24261815381,"Albany,Georgia",2024-12-31,Class B
2029-12-31,0.0732522755861282,0.0230085663497448,1064.87268066406,0.052098969210348,78812.9305,0.874539136886597,11175.274020504767,0.54,5140.626049432192,"Albany,Georgia",2024-12-31,Class B
2024-12-31,0.0828648060560226,0.0582664124667645,869.80517578125,0.0014639989164487,57366.9898,0.812045037746429,0.0,,0.0,"Albany,Georgia",2024-12-31,Class C
2025-12-31,0.0837648063898087,0.0284484382718801,894.549743652344,0.0213798535486113,58593.4876,0.805925130844116,8651.281430395029,0.54,3979.589457981713,"Albany,Georgia",2024-12-31,Class C
2026-12-31,0.0822648033499718,0.0374623760581017,928.061706542969,0.0658563584095397,62452.2413,0.800094723701477,8910.447296093018,0.54,4098.805756202788,"Albany,Georgia",2024-12-31,Class C
2027-12-31,0.0796648040413857,0.0273298751562834,953.425537109375,0.0701911941665255,66835.8387,0.794028878211975,9084.56891627528,0.54,4178.901701486629,"Albany,Georgia",2024-12-31,Class C
2028-12-31,0.0768648087978363,0.0243974886834621,976.686706542969,0.0703797028935679,71539.7252,0.791999936103821,9282.429710105795,0.54,4269.9176666486655,"Albany,Georgia",2024-12-31,Class C
2029-12-31,0.0751648023724556,0.0182064734399319,994.46875,0.0481996053066139,74987.9117,0.791202366352081,9441.912339158353,0.54,4343.279676012842,"Albany,Georgia",2024-12-31,Class C
2024-12-31,0.0728058740496635,0.0118783125653863,1887.390625,-0.038088115453844,247854.1001,0.966800332069397,0.0,,0.0,"Albany,New York",2024-12-31,Class A
2025-12-31,0.0741058737039566,0.0376001037657261,1958.35668945313,0.0205818892569203,252955.4057,0.944759547710419,22202.11416220095,0.54,10212.972514612436,"Albany,New York",2024-12-31,Class A
2026-12-31,0.0724058747291565,0.0374441370368004,2031.68566894531,0.0660800617516812,269670.7145,0.95420378446579,23263.7058498303,0.54,10701.304690921937,"Albany,New York",2024-12-31,Class A
2027-12-31,0.0692058727145195,0.0280973110347986,2088.7705078125,0.0775781508065373,290591.2699,0.945331037044525,23694.955083580917,0.54,10899.67933844722,"Albany,New York",2024-12-31,Class A
2028-12-31,0.0657058730721474,0.0248884465545416,2140.7568359375,0.0807463398344942,314055.4513,0.941077053546906,24175.405626293516,0.54,11120.686588095015,"Albany,New York",2024-12-31,Class A
2029-12-31,0.0636058747768402,0.0192193109542131,2181.90063476563,0.053970297577867,331005.1175,0.939965009689331,24610.923015583594,0.54,11321.024587168453,"Albany,New York",2024-12-31,Class A
2024-12-31,0.0778076872229576,0.036664079874754,1670.10546875,-0.0385039793699008,183695.2961,0.950102806091309,0.0,,0.0,"Albany,New York",2024-12-31,Class B
2025-12-31,0.0791076868772507,0.036561481654644,1731.1669921875,0.0204036672971257,187443.3538,0.949677765369415,19728.609607462997,0.54,9075.160419432978,"Albany,New York",2024-12-31,Class B
2026-12-31,0.0774076879024506,0.036795724183321,1794.86657714844,0.0648137014590882,199592.2514,0.949739396572113,20455.86599890096,0.54,9409.698359494441,"Albany,New York",2024-12-31,Class B
2027-12-31,0.0742076858878136,0.0284999348223209,1846.02014160156,0.0763922644177712,214839.5554,0.954161584377289,21136.818037235185,0.54,9722.936297128184,"Albany,New York",2024-12-31,Class B
2028-12-31,0.0707076862454414,0.0257898475974798,1893.62878417969,0.0796826422723632,231958.5389,0.954461574554443,21688.75093163715,0.54,9976.82542855309,"Albany,New York",2024-12-31,Class B
2029-12-31,0.0686076879501343,0.020052520558238,1931.60070800781,0.05354608962313,244379.0116,0.953909695148468,22110.87171029154,0.54,10171.000986734107,"Albany,New York",2024-12-31,Class B
2024-12-31,0.0853640884160995,0.030573271214962,1364.55883789063,-0.0246323069953027,112940.2741,0.953106820583344,0.0,,0.0,"Albany,New York",2024-12-31,Class C
2025-12-31,0.0866640880703926,0.0367604978382587,1414.720703125,0.0220041748230162,115425.4316,0.949034094810486,16111.418182798663,0.54,7411.252364087384,"Albany,New York",2024-12-31,Class C
2026-12-31,0.0849640890955925,0.037147406488657,1467.27392578125,0.0634833879591249,122753.029,0.94998836517334,16726.71789617278,0.54,7694.290232239478,"Albany,New York",2024-12-31,Class C
2027-12-31,0.0817640870809555,0.0292672030627728,1510.21691894531,0.0737079365740113,131800.9015,0.951810419559479,17249.28239096591,0.54,7934.669899844318,"Albany,New York",2024-12-31,Class C
2028-12-31,0.0782640874385834,0.0266826990991831,1550.51354980469,0.0764597639602169,141878.3674,0.952951490879059,17730.770386974735,0.54,8156.1543780083775,"Albany,New York",2024-12-31,Class C
2029-12-31,0.0761640891432762,0.0208868663758039,1582.89892578125,0.0518237816508763,149231.0409,0.952928483486176,18100.673674279482,0.54,8326.30989016856,"Albany,New York",2024-12-31,Class C
2024-12-31,0.0624256283044815,0.0107419537380338,1619.93188476563,-0.0203541551383121,182043.2829,0.955568134784698,0.0,,0.0,"Albany,Oregon",2024-12-31,Class A
2025-12-31,0.0634256303310394,0.041067112237215,1686.45776367188,0.0274839599370676,187046.5532,0.953013062477112,19286.595337142877,0.54,8871.833855085722,"Albany,Oregon",2024-12-31,Class A
2026-12-31,0.0620256289839745,0.0440502502024174,1760.74670410156,0.0735116402750257,200796.6522,0.948055684566498,20031.431062862517,0.54,9214.458288916758,"Albany,Oregon",2024-12-31,Class A
2027-12-31,0.0595256313681602,0.0339830592274666,1820.58227539063,0.0812788918407484,217117.1815,0.940770089626312,20552.992204695816,0.54,9454.376414160075,"Albany,Oregon",2024-12-31,Class A
2028-12-31,0.0567256286740303,0.0289537012577057,1873.29479980469,0.0811713233457232,234740.8705,0.937807738780975,21081.484323299945,0.54,9697.482788717974,"Albany,Oregon",2024-12-31,Class A
2029-12-31,0.0550256296992302,0.0234437398612499,1917.21179199219,0.0562384057812566,247942.3228,0.936281740665436,21540.60472596897,0.54,9908.678173945726,"Albany,Oregon",2024-12-31,Class A
2024-12-31,0.0628417357802391,0.0300920568406582,1482.8662109375,-0.0159663584066685,182204.6962,0.936535179615021,0.0,,0.0,"Albany,Oregon",2024-12-31,Class B
2025-12-31,0.063841737806797,0.039074394851923,1540.80822753906,0.0255888620513599,186867.1071,0.932830452919006,17247.754041079108,0.54,7933.966858896389,"Albany,Oregon",2024-12-31,Class B
2026-12-31,0.0624417364597321,0.042142529040575,1605.74182128906,0.0722880035570612,200375.3572,0.92927098274231,17906.03136359654,0.54,8236.774427254408,"Albany,Oregon",2024-12-31,Class B
2027-12-31,0.0599417351186275,0.033140741288662,1658.95727539063,0.0816844691629676,216742.9119,0.928010761737823,18474.36245790914,0.54,8498.206730638205,"Albany,Oregon",2024-12-31,Class B
2028-12-31,0.0571417361497879,0.0285810902714729,1706.3720703125,0.0823998385433792,234602.4928,0.927774608135223,18997.544146404827,0.54,8738.87030734622,"Albany,Oregon",2024-12-31,Class B
2029-12-31,0.0554417334496975,0.0230237822979689,1745.6591796875,0.0571053276117163,247999.545,0.927026629447937,19419.270546126645,0.54,8932.864451218256,"Albany,Oregon",2024-12-31,Class B
2024-12-31,0.0668639689683914,0.0153951877728105,1159.45104980469,-0.0124216146809444,121243.7192,0.959053099155426,0.0,,0.0,"Albany,Oregon",2024-12-31,Class C
2025-12-31,0.0678639709949493,0.0413363464176655,1207.37854003906,0.0280171007535403,124640.6167,0.95576024055481,13847.572846421368,0.54,6369.883509353829,"Albany,Oregon",2024-12-31,Class C
2026-12-31,0.0664639696478844,0.0445684343576431,1261.189453125,0.0732057807996386,133765.0304,0.953483939170837,14430.286653676063,0.54,6637.931860690988,"Albany,Oregon",2024-12-31,Class C
2027-12-31,0.0639639645814896,0.0361475013196468,1306.7783203125,0.0822498249911723,144767.1807,0.955546617507935,14984.251245687723,0.54,6892.755573016352,"Albany,Oregon",2024-12-31,Class C
2028-12-31,0.0611639693379402,0.0319135896861553,1348.48229980469,0.0828744688502428,156764.684,0.957276046276093,15490.43765316392,0.54,7125.601320455402,"Albany,Oregon",2024-12-31,Class C
2029-12-31,0.0594639666378498,0.026423379778862,1384.11376953125,0.058448495623471,165927.3439,0.95741081237793,15901.985862124717,0.54,7314.913496577369,"Albany,Oregon",2024-12-31,Class C
2024-12-31,0.0587068349123001,-0.0045316666364669,1650.16369628906,-0.0176745099142473,208933.0059,0.851840436458588,0.0,,0.0,"Albuquerque,New Mexico",2024-12-31,Class A
2025-12-31,0.0599068328738213,0.0322198756039143,1703.33178710938,0.0135977892083928,211774.0329,0.849536001682281,17364.500111510843,0.54,7987.670051294987,"Albuquerque,New Mexico",2024-12-31,Class A
2026-12-31,0.0584068335592747,0.0409429743885994,1773.07116699219,0.0744277851037035,227535.9051,0.898791134357452,19123.44774572882,0.54,8796.785963035256,"Albuquerque,New Mexico",2024-12-31,Class A
2027-12-31,0.0555068328976631,0.0306426100432873,1827.40270996094,0.0891995652589082,247832.0089,0.915773034095764,20081.83349058902,0.54,9237.643405670948,"Albuquerque,New Mexico",2024-12-31,Class A
2028-12-31,0.0523068346083164,0.0274710990488529,1877.603515625,0.0950188529711778,271380.7221,0.914996981620789,20616.018593729485,0.54,9483.368553115562,"Albuquerque,New Mexico",2024-12-31,Class A
2029-12-31,0.0503068342804909,0.0216654371470213,1918.28259277344,0.0651431420062117,289059.315,0.914458274841309,21050.27268534856,0.54,9683.125435260336,"Albuquerque,New Mexico",2024-12-31,Class A
2024-12-31,0.062124278396368,0.0257428362965584,1318.14794921875,-0.0145048528348001,157572.9008,0.915222346782684,0.0,,0.0,"Albuquerque,New Mexico",2024-12-31,Class B
2025-12-31,0.0633242800831795,0.0347200483083725,1363.91418457031,0.015930053498546,160083.0456,0.919776082038879,15053.947739055986,0.54,6924.815959965753,"Albuquerque,New Mexico",2024-12-31,Class B
2026-12-31,0.0618242770433426,0.0435225330293179,1423.27514648438,0.0756783186226262,172197.8613,0.925000905990601,15798.369599663481,0.54,7267.250015845201,"Albuquerque,New Mexico",2024-12-31,Class B
2027-12-31,0.0589242801070213,0.0328662097454071,1470.05285644531,0.0894664580913135,187603.794,0.929533720016479,16397.56440326952,0.54,7542.879625503979,"Albuquerque,New Mexico",2024-12-31,Class B
2028-12-31,0.0557242780923843,0.0300212968140841,1514.18566894531,0.0951670035281092,205457.485,0.930027544498444,16898.81255524729,0.54,7773.453775413752,"Albuquerque,New Mexico",2024-12-31,Class B
2029-12-31,0.0537242777645588,0.0242047123610973,1550.83618164063,0.0659048567795955,218998.1311,0.92911833524704,17290.923975921818,0.54,7953.825028924036,"Albuquerque,New Mexico",2024-12-31,Class B
2024-12-31,0.0699300318956375,0.0299443956464529,982.358032226563,-0.0121777561985512,98115.2086,0.931480705738068,0.0,,0.0,"Albuquerque,New Mexico",2024-12-31,Class C
2025-12-31,0.0711300298571587,0.0355095155537128,1017.24108886719,0.0187847781540452,99958.281,0.927910208702087,11326.900692853109,0.54,5210.37431871243,"Albuquerque,New Mexico",2024-12-31,Class C
2026-12-31,0.0696300268173218,0.0441158823668957,1062.11755371094,0.0731220474562274,107267.4352,0.923642218112946,11772.199358475224,0.54,5415.211704898603,"Albuquerque,New Mexico",2024-12-31,Class C
2027-12-31,0.0667300298810005,0.0331732966005802,1097.35144042969,0.0834139076189738,116215.0311,0.922999560832977,12154.258771152461,0.54,5590.959034730132,"Albuquerque,New Mexico",2024-12-31,Class C
2028-12-31,0.0635300278663635,0.0304602328687906,1130.77709960938,0.0878666012268411,126426.4509,0.923897385597229,12536.664072267882,0.54,5766.865473243225,"Albuquerque,New Mexico",2024-12-31,Class C
2029-12-31,0.0615300312638283,0.0246727373450994,1158.67639160156,0.0611731972830428,134160.3611,0.923188865184784,12836.125716948536,0.54,5904.617829796326,"Albuquerque,New Mexico",2024-12-31,Class C
2024-12-31,0.074192114174366,0.0417197905480862,872.53369140625,0.0120419556056485,84450.4085,0.955839514732361,0.0,,0.0,"Alexandria,Louisiana",2024-12-31,Class B
2025-12-31,0.075092114508152,0.0400797016918659,907.504577636719,0.0295948499069965,86949.7057,0.950413048267365,10350.050303379621,0.54,4761.023139554625,"Alexandria,Louisiana",2024-12-31,Class B
2026-12-31,0.0735921114683151,0.0488789565861225,951.862426757813,0.0775355184722476,93691.3962,0.94422721862793,10785.292940807538,0.54,4961.234752771467,"Alexandria,Louisiana",2024-12-31,Class B
2027-12-31,0.070992112159729,0.0383290871977806,988.346435546875,0.0833725377664476,101502.6857,0.93775349855423,11121.903932612217,0.54,5116.075809001619,"Alexandria,Louisiana",2024-12-31,Class B
2028-12-31,0.0681921169161797,0.0352735035121441,1023.20892333984,0.084051405093618,110034.1291,0.936880171298981,11503.489816479303,0.54,5291.605315580479,"Alexandria,Louisiana",2024-12-31,Class B
2029-12-31,0.066492110490799,0.0287047978490591,1052.57995605469,0.0596237682460868,116594.7785,0.936553299427032,11829.566769045363,0.54,5441.600713760867,"Alexandria,Louisiana",2024-12-31,Class B
2024-12-31,0.0743299946188927,0.0466945581138134,1030.66125488281,0.002796949200353,87093.3614,0.908651232719421,0.0,,0.0,"Alexandria,Louisiana",2024-12-31,Class C
2025-12-31,0.0752299949526787,0.0329727418720722,1064.64501953125,0.0231156378516941,89106.58,0.903157472610474,11538.505260806069,0.54,5307.712419970791,"Alexandria,Louisiana",2024-12-31,Class C
2026-12-31,0.0737299919128418,0.0417660139501095,1109.11096191406,0.0712542477535413,95455.8024,0.897440135478973,11944.328303056416,0.54,5494.391019405951,"Alexandria,Louisiana",2024-12-31,Class C
2027-12-31,0.0711299926042557,0.0316995196044445,1144.26928710938,0.07775606346464,102878.0698,0.891641318798065,12243.333314619951,0.54,5631.933324725177,"Alexandria,Louisiana",2024-12-31,Class C
2028-12-31,0.0683299899101257,0.0287159066647291,1177.1279296875,0.0786271719848028,110967.0815,0.890433073043823,12577.843677568246,0.54,5785.808091681392,"Alexandria,Louisiana",2024-12-31,Class C
2029-12-31,0.0666299909353256,0.0223993174731731,1203.49487304688,0.0543091186698386,116993.6059,0.889751672744751,12849.738917198318,0.54,5910.879901911226,"Alexandria,Louisiana",2024-12-31,Class C
2024-12-31,0.082946352660656,0.0654726400971413,1029.32434082031,-0.0193689753607681,120669.8409,0.97682797908783,0.0,,0.0,"Altoona,Pennsylvania",2024-12-31,Class B
2025-12-31,0.084246352314949,0.0375843495130539,1068.01086425781,0.0223844405097038,123370.9678,0.972710609436035,12466.385983878252,0.54,5734.537552583995,"Altoona,Pennsylvania",2024-12-31,Class B
2026-12-31,0.0825463533401489,0.0377919040620327,1108.37292480469,0.0642003380996009,131291.4257,0.971035540103912,12915.234020091297,0.54,5941.007649241996,"Altoona,Pennsylvania",2024-12-31,Class B
2027-12-31,0.0793463513255119,0.0296563263982534,1141.24328613281,0.0744934495334728,141071.7768,0.972485184669495,13318.106254412245,0.54,6126.328877029632,"Altoona,Pennsylvania",2024-12-31,Class B
2028-12-31,0.0758463516831398,0.0269667971879244,1172.01892089844,0.0772338401662847,151967.2919,0.972751080989838,13680.99206693401,0.54,6293.256350789644,"Altoona,Pennsylvania",2024-12-31,Class B
2029-12-31,0.0737463533878326,0.021058602258563,1196.69995117188,0.0522730039028873,159911.0788,0.971349656581879,13948.969039228285,0.54,6416.525758045011,"Altoona,Pennsylvania",2024-12-31,Class B
2024-12-31,0.0877184942364693,0.0399006716907024,799.332458496094,-0.0167710086157952,71372.4907,0.942044317722321,0.0,,0.0,"Altoona,Pennsylvania",2024-12-31,Class C
2025-12-31,0.0890184938907623,0.03564577922225,827.825317382813,0.0219420469262196,72938.5493,0.937127590179443,9309.335337221857,0.54,4282.294255122054,"Altoona,Pennsylvania",2024-12-31,Class C
2026-12-31,0.0873184949159622,0.035935565829277,857.573669433594,0.0611349844447263,77397.6464,0.935992360115051,9632.188833908092,0.54,4430.806863597722,"Altoona,Pennsylvania",2024-12-31,Class C
2027-12-31,0.0841184929013252,0.0279600881040096,881.551513671875,0.0700659588770253,82820.5867,0.937569677829742,9918.191623963934,0.54,4562.36814702341,"Altoona,Pennsylvania",2024-12-31,Class C
2028-12-31,0.0806184932589531,0.0249707903712988,903.564514160156,0.0720782045945123,88790.1459,0.938261687755585,10173.359592623558,0.54,4679.745412606836,"Altoona,Pennsylvania",2024-12-31,Class C
2029-12-31,0.0785184949636459,0.0192458089441061,920.954345703125,0.0486472347734818,93109.5409,0.937442421913147,10360.100067688501,0.54,4765.64603113671,"Altoona,Pennsylvania",2024-12-31,Class C
2024-12-31,0.0836481228470802,0.0209434386342764,1142.54846191406,-0.0237157763837742,91001.174,0.944316148757935,0.0,,0.0,"Amarillo,Texas",2024-12-31,Class A
2025-12-31,0.084848128259182,0.0364627130329609,1184.20886230469,0.023317753531325,93123.117,0.937596261501312,13323.71762560319,0.54,6128.910107777468,"Amarillo,Texas",2024-12-31,Class A
2026-12-31,0.0833481252193451,0.0446307100355625,1237.06091308594,0.0694091568766583,99586.714,0.929473519325256,13797.784326068439,0.54,6346.980789991481,"Amarillo,Texas",2024-12-31,Class A
2027-12-31,0.0804481282830238,0.0330929718911648,1277.99890136719,0.0741998204176989,106976.0303,0.92548280954361,14193.192165971446,0.54,6528.868396346865,"Amarillo,Texas",2024-12-31,Class A
2028-12-31,0.0772481262683868,0.0300025511533022,1316.34216308594,0.0761724806079,115124.6599,0.92447167634964,14603.052553893242,0.54,6717.4041747908905,"Amarillo,Texas",2024-12-31,Class A
2029-12-31,0.075248122215271,0.0240573529154062,1348.00988769531,0.0531650889909053,121245.2727,0.92254227399826,14923.153285998846,0.54,6864.650511559468,"Amarillo,Texas",2024-12-31,Class A
2024-12-31,0.0890010446310043,0.0206448398530483,920.557495117188,-0.0246317487174023,74052.6633,0.904064655303955,0.0,,0.0,"Amarillo,Texas",2024-12-31,Class B
2025-12-31,0.0902010425925255,0.0340813659131527,951.931335449219,0.0214893057801391,75644.0036,0.8995201587677,10275.377111990761,0.54,4726.67347151575,"Amarillo,Texas",2024-12-31,Class B
2026-12-31,0.0887010470032692,0.0423345118761063,992.230895996094,0.0674435205667706,80745.7015,0.893748819828033,10641.66230752105,0.54,4895.164661459683,"Amarillo,Texas",2024-12-31,Class B
2027-12-31,0.0858010426163673,0.0311779621988535,1023.16662597656,0.0725120740907521,86600.7398,0.891498506069183,10945.818222215397,0.54,5035.076382219082,"Amarillo,Texas",2024-12-31,Class B
2028-12-31,0.0826010480523109,0.0284910202026367,1052.31774902344,0.0748903669985797,93086.301,0.891245126724243,11254.47678699079,0.54,5177.059322015763,"Amarillo,Texas",2024-12-31,Class B
