,equity,price,revenue,noi,debt_payment,loan_payoff,valuation,cashflow,market,date_cashflow,slice
2024-12-31,-36266.12556,90665.3139,0.0,0.0,0.0,0.0,0.0,-36266.12556,"Elkhart,Indiana",2024-12-31,Class B
2025-12-31,0.0,93351.1131,13022.908911218865,5990.538099160677,-3508.74764793,0.0,0.0,2481.7904512306773,"Elkhart,Indiana",2024-12-31,Class B
2026-12-31,0.0,99804.4044,13581.450080791488,6247.467037164084,-3508.74764793,0.0,0.0,2738.7193892340842,"Elkhart,Indiana",2024-12-31,Class B
2027-12-31,0.0,107635.1384,14029.708947709938,6453.666115946571,-3508.74764793,0.0,0.0,2944.9184680165713,"Elkhart,Indiana",2024-12-31,Class B
2028-12-31,0.0,116184.8516,14410.525137526653,6628.84156326226,-3508.74764793,0.0,0.0,3120.09391533226,"Elkhart,Indiana",2024-12-31,Class B
2029-12-31,0.0,122329.2428,14704.052412650148,6763.864109819067,-3508.74764793,-54399.18833999999,122329.2428,71185.17092188908,"Elkhart,Indiana",2024-12-31,Class B
2024-12-31,-26001.682160000004,65004.2054,0.0,0.0,0.0,0.0,0.0,-26001.682160000004,"Elkhart,Indiana",2024-12-31,Class C
2025-12-31,0.0,66936.3909,10762.258681091069,4950.638993301891,-2515.66274898,0.0,0.0,2434.976244321891,"Elkhart,Indiana",2024-12-31,Class C
2026-12-31,0.0,71475.4059,11211.911344136473,5157.479218302778,-2515.66274898,0.0,0.0,2641.8164693227777,"Elkhart,Indiana",2024-12-31,Class C
2027-12-31,0.0,76960.7943,11565.158237989523,5319.97278947518,-2515.66274898,0.0,0.0,2804.3100404951806,"Elkhart,Indiana",2024-12-31,Class C
2028-12-31,0.0,82920.2891,11858.988123580817,5455.134536847176,-2515.66274898,0.0,0.0,2939.471787867176,"Elkhart,Indiana",2024-12-31,Class C
2029-12-31,0.0,87176.5521,12080.59039279888,5557.071580687484,-2515.66274898,-39002.523239999995,87176.5521,51215.43769170749,"Elkhart,Indiana",2024-12-31,Class C
2024-12-31,-67649.68000000001,169124.2,0.0,0.0,0.0,0.0,0.0,-67649.68000000001,"Elmira,New York",2024-12-31,Class A
2025-12-31,0.0,173664.5,19564.63621851523,8999.732660517004,-6545.106540000001,0.0,0.0,2454.626120517003,"Elmira,New York",2024-12-31,Class A
2026-12-31,0.0,185967.4,20308.427426301172,9341.876616098538,-6545.106540000001,0.0,0.0,2796.770076098537,"Elmira,New York",2024-12-31,Class A
2027-12-31,0.0,201154.5,20918.55171620349,9622.533789453604,-6545.106540000001,0.0,0.0,3077.4272494536035,"Elmira,New York",2024-12-31,Class A
2028-12-31,0.0,218123.7,21511.84523313019,9895.448807239885,-6545.106540000001,0.0,0.0,3350.3422672398847,"Elmira,New York",2024-12-31,Class A
2029-12-31,0.0,230770.2,21979.296269481565,10110.47628396152,-6545.106540000001,-101474.52,230770.2,132861.04974396154,"Elmira,New York",2024-12-31,Class A
2024-12-31,-73532.88872,183832.2218,0.0,0.0,0.0,0.0,0.0,-73532.88872,"Elmira,New York",2024-12-31,Class B
2025-12-31,0.0,187386.0139,18424.130041849618,8475.099819250823,-7114.30698366,0.0,0.0,1360.7928355908234,"Elmira,New York",2024-12-31,Class B
2026-12-31,0.0,199435.6367,19004.391278964704,8742.019988323764,-7114.30698366,0.0,0.0,1627.713004663764,"Elmira,New York",2024-12-31,Class B
2027-12-31,0.0,214684.1464,19500.187894185863,8970.086431325497,-7114.30698366,0.0,0.0,1855.7794476654972,"Elmira,New York",2024-12-31,Class B
2028-12-31,0.0,231792.184,19932.62425307567,9169.007156414807,-7114.30698366,0.0,0.0,2054.7001727548077,"Elmira,New York",2024-12-31,Class B
2029-12-31,0.0,244104.3495,20224.090692210255,9303.081718416717,-7114.30698366,-110299.33308,244104.3495,135993.79115475673,"Elmira,New York",2024-12-31,Class B
2024-12-31,-33583.63684,83959.0921,0.0,0.0,0.0,0.0,0.0,-33583.63684,"Elmira,New York",2024-12-31,Class C
2025-12-31,0.0,85903.7917,12125.235959205778,5577.608541234657,-3249.21686427,0.0,0.0,2328.3916769646576,"Elmira,New York",2024-12-31,Class C
2026-12-31,0.0,91372.0007,12537.893179234004,5767.430862447642,-3249.21686427,0.0,0.0,2518.2139981776418,"Elmira,New York",2024-12-31,Class C
2027-12-31,0.0,98061.8186,12893.890255499107,5931.189517529589,-3249.21686427,0.0,0.0,2681.9726532595887,"Elmira,New York",2024-12-31,Class C
2028-12-31,0.0,105487.4048,13219.882931841068,6081.146148646891,-3249.21686427,0.0,0.0,2831.929284376891,"Elmira,New York",2024-12-31,Class C
2029-12-31,0.0,110903.2747,13455.131234151782,6189.360367709819,-3249.21686427,-50375.455259999995,110903.2747,63467.962943439816,"Elmira,New York",2024-12-31,Class C
2024-12-31,-26782.05852,66955.1463,0.0,0.0,0.0,0.0,0.0,-26782.05852,"Enid,Oklahoma",2024-12-31,Class B
2025-12-31,0.0,68184.4113,10320.322930032358,4747.348547814884,-2591.1641618099998,0.0,0.0,2156.1843860048843,"Enid,Oklahoma",2024-12-31,Class B
2026-12-31,0.0,72631.0839,10660.741276025537,4903.9409869717465,-2591.1641618099998,0.0,0.0,2312.7768251617467,"Enid,Oklahoma",2024-12-31,Class B
2027-12-31,0.0,77797.8739,10936.33916565298,5030.71601620037,-2591.1641618099998,0.0,0.0,2439.5518543903704,"Enid,Oklahoma",2024-12-31,Class B
2028-12-31,0.0,83495.813,11196.192180900915,5150.24840321442,-2591.1641618099998,0.0,0.0,2559.0842414044205,"Enid,Oklahoma",2024-12-31,Class B
2029-12-31,0.0,87650.968,11386.800968875536,5237.928445682746,-2591.1641618099998,-40173.087779999994,87650.968,50124.64450387275,"Enid,Oklahoma",2024-12-31,Class B
2024-12-31,-30470.45328,76176.1332,0.0,0.0,0.0,0.0,0.0,-30470.45328,"Enid,Oklahoma",2024-12-31,Class C
2025-12-31,0.0,77650.6168,8077.888611457777,3715.828761270577,-2948.0163548399996,0.0,0.0,767.8124064305775,"Enid,Oklahoma",2024-12-31,Class C
2026-12-31,0.0,82619.1316,8321.881579156383,3828.065526411936,-2948.0163548399996,0.0,0.0,880.0491715719363,"Enid,Oklahoma",2024-12-31,Class C
2027-12-31,0.0,88283.8058,8523.749965457391,3920.9249841103997,-2948.0163548399996,0.0,0.0,972.9086292704001,"Enid,Oklahoma",2024-12-31,Class C
2028-12-31,0.0,94529.6229,8728.381862694476,4015.0556568394586,-2948.0163548399996,0.0,0.0,1067.039301999459,"Enid,Oklahoma",2024-12-31,Class C
2029-12-31,0.0,99114.1076,8872.2608742686,4081.240002163556,-2948.0163548399996,-45705.679919999995,99114.1076,54541.65132732356,"Enid,Oklahoma",2024-12-31,Class C
2024-12-31,-66863.12684,167157.8171,0.0,0.0,0.0,0.0,0.0,-66863.12684,"Erie,Pennsylvania",2024-12-31,Class A
2025-12-31,0.0,173029.5604,13651.948298537,6279.896217327019,-6469.00752177,0.0,0.0,-189.11130444298033,"Erie,Pennsylvania",2024-12-31,Class A
2026-12-31,0.0,184812.593,14090.316615606194,6481.545643178849,-6469.00752177,0.0,0.0,12.538121408849292,"Erie,Pennsylvania",2024-12-31,Class A
2027-12-31,0.0,198299.4552,14414.53138956428,6630.684439199568,-6469.00752177,0.0,0.0,161.67691742956868,"Erie,Pennsylvania",2024-12-31,Class A
2028-12-31,0.0,212575.5858,14706.483550377428,6764.982433173616,-6469.00752177,0.0,0.0,295.9749114036167,"Erie,Pennsylvania",2024-12-31,Class A
2029-12-31,0.0,222776.117,14938.692746594867,6871.7986634336385,-6469.00752177,-100294.69025999999,222776.117,122884.21788166364,"Erie,Pennsylvania",2024-12-31,Class A
2024-12-31,-33139.14648,82847.8662,0.0,0.0,0.0,0.0,0.0,-33139.14648,"Erie,Pennsylvania",2024-12-31,Class B
2025-12-31,0.0,85752.3389,15394.851512527091,7081.631695762461,-3206.2124219400002,0.0,0.0,3875.419273822461,"Erie,Pennsylvania",2024-12-31,Class B
2026-12-31,0.0,91644.3234,16134.998062088036,7422.099108560496,-3206.2124219400002,0.0,0.0,4215.886686620495,"Erie,Pennsylvania",2024-12-31,Class B
2027-12-31,0.0,98466.7202,16633.92643758783,7651.606161290401,-3206.2124219400002,0.0,0.0,4445.393739350401,"Erie,Pennsylvania",2024-12-31,Class B
2028-12-31,0.0,105738.755,17043.10951652738,7839.830377602594,-3206.2124219400002,0.0,0.0,4633.617955662594,"Erie,Pennsylvania",2024-12-31,Class B
2029-12-31,0.0,111005.4905,17349.46328320106,7980.753110272488,-3206.2124219400002,-49708.71972,111005.4905,66071.31146833248,"Erie,Pennsylvania",2024-12-31,Class B
2024-12-31,-27526.548200000005,68816.3705,0.0,0.0,0.0,0.0,0.0,-27526.548200000005,"Erie,Pennsylvania",2024-12-31,Class C
2025-12-31,0.0,71122.3584,12401.831926916117,5704.842686381413,-2663.19353835,0.0,0.0,3041.649148031413,"Erie,Pennsylvania",2024-12-31,Class C
2026-12-31,0.0,75767.294,12879.128059466864,5924.398907354757,-2663.19353835,0.0,0.0,3261.2053690047574,"Erie,Pennsylvania",2024-12-31,Class C
2027-12-31,0.0,81088.734,13252.932907575303,6096.349137484639,-2663.19353835,0.0,0.0,3433.155599134639,"Erie,Pennsylvania",2024-12-31,Class C
2028-12-31,0.0,86713.3078,13551.946957539947,6233.895600468375,-2663.19353835,0.0,0.0,3570.702062118375,"Erie,Pennsylvania",2024-12-31,Class C
2029-12-31,0.0,90712.9489,13758.556962100794,6328.936202566365,-2663.19353835,-41289.8223,90712.9489,53088.869264216366,"Erie,Pennsylvania",2024-12-31,Class C
2024-12-31,-108057.40912,270143.5228,0.0,0.0,0.0,0.0,0.0,-108057.40912,"Eugene,Oregon",2024-12-31,Class A
2025-12-31,0.0,276475.0971,20538.029378267784,9447.49351400318,-10454.55433236,0.0,0.0,-1007.0608183568202,"Eugene,Oregon",2024-12-31,Class A
2026-12-31,0.0,297781.5771,21251.61504058284,9775.742918668106,-10454.55433236,0.0,0.0,-678.8114136918939,"Eugene,Oregon",2024-12-31,Class A
2027-12-31,0.0,324133.4481,21620.59161031801,9945.472140746284,-10454.55433236,0.0,0.0,-509.0821916137156,"Eugene,Oregon",2024-12-31,Class A
2028-12-31,0.0,353385.9051,22089.33773718205,10161.095359103741,-10454.55433236,0.0,0.0,-293.4589732562581,"Eugene,Oregon",2024-12-31,Class A
2029-12-31,0.0,375106.8337,22543.692413527056,10370.098510222446,-10454.55433236,-162086.11367999998,375106.8337,212936.26419786247,"Eugene,Oregon",2024-12-31,Class A
2024-12-31,-88338.95336000001,220847.3834,0.0,0.0,0.0,0.0,0.0,-88338.95336000001,"Eugene,Oregon",2024-12-31,Class B
2025-12-31,0.0,226023.1216,19115.91450885195,8793.320674071896,-8546.79373758,0.0,0.0,246.52693649189678,"Eugene,Oregon",2024-12-31,Class B
2026-12-31,0.0,243272.7949,20217.919974246222,9300.243188153261,-8546.79373758,0.0,0.0,753.4494505732619,"Eugene,Oregon",2024-12-31,Class B
2027-12-31,0.0,265041.2675,21054.58521470614,9685.109198764825,-8546.79373758,0.0,0.0,1138.3154611848258,"Eugene,Oregon",2024-12-31,Class B
2028-12-31,0.0,289419.1067,21674.50527083443,9970.272424583836,-8546.79373758,0.0,0.0,1423.478687003837,"Eugene,Oregon",2024-12-31,Class B
2029-12-31,0.0,307866.3191,22178.582216821615,10202.147819737942,-8546.79373758,-132508.43003999998,307866.3191,177013.24314215797,"Eugene,Oregon",2024-12-31,Class B
2024-12-31,-57752.60968000001,144381.5242,0.0,0.0,0.0,0.0,0.0,-57752.60968000001,"Eugene,Oregon",2024-12-31,Class C
2025-12-31,0.0,148306.0415,14195.511140455024,6529.935124609311,-5587.564986540001,0.0,0.0,942.3701380693101,"Eugene,Oregon",2024-12-31,Class C
2026-12-31,0.0,159288.2356,14787.061004248562,6802.048061954338,-5587.564986540001,0.0,0.0,1214.4830754143368,"Eugene,Oregon",2024-12-31,Class C
2027-12-31,0.0,172688.3916,15343.882560784703,7058.185977960963,-5587.564986540001,0.0,0.0,1470.6209914209621,"Eugene,Oregon",2024-12-31,Class C
2028-12-31,0.0,187397.8712,15853.22671872564,7292.484290613794,-5587.564986540001,0.0,0.0,1704.9193040737928,"Eugene,Oregon",2024-12-31,Class C
2029-12-31,0.0,198591.8973,16260.710046009022,7479.92662116415,-5587.564986540001,-86628.91452,198591.8973,113855.34441462415,"Eugene,Oregon",2024-12-31,Class C
2024-12-31,-41304.770000000004,103261.925,0.0,0.0,0.0,0.0,0.0,-41304.770000000004,"Evansville,Indiana",2024-12-31,Class A
2025-12-31,0.0,106155.225,16070.96267310593,7392.642829628728,-3996.2364975,0.0,0.0,3396.4063321287276,"Evansville,Indiana",2024-12-31,Class A
2026-12-31,0.0,113330.6154,16599.544413954947,7635.790430419275,-3996.2364975,0.0,0.0,3639.553932919275,"Evansville,Indiana",2024-12-31,Class A
2027-12-31,0.0,122119.0284,17034.864231627438,7836.037546548621,-3996.2364975,0.0,0.0,3839.8010490486213,"Evansville,Indiana",2024-12-31,Class A
2028-12-31,0.0,131655.7052,17382.19717320614,7995.810699674824,-3996.2364975,0.0,0.0,3999.5742021748238,"Evansville,Indiana",2024-12-31,Class A
2029-12-31,0.0,138411.9545,17663.157023062693,8125.052230608838,-3996.2364975,-61957.155,138411.9545,80583.61523310884,"Evansville,Indiana",2024-12-31,Class A
2024-12-31,-28959.53576,72398.8394,0.0,0.0,0.0,0.0,0.0,-28959.53576,"Evansville,Indiana",2024-12-31,Class B
2025-12-31,0.0,74664.992,11615.370206043293,5343.070294779915,-2801.8350847799998,0.0,0.0,2541.235209999915,"Evansville,Indiana",2024-12-31,Class B
2026-12-31,0.0,79634.1115,12228.09807442586,5624.925114235895,-2801.8350847799998,0.0,0.0,2823.0900294558955,"Evansville,Indiana",2024-12-31,Class B
2027-12-31,0.0,85520.3062,12623.372022598247,5806.751130395193,-2801.8350847799998,0.0,0.0,3004.9160456151935,"Evansville,Indiana",2024-12-31,Class B
2028-12-31,0.0,91841.0746,12922.667804571742,5944.427190103001,-2801.8350847799998,0.0,0.0,3142.592105323001,"Evansville,Indiana",2024-12-31,Class B
2029-12-31,0.0,96350.0518,13143.871166881061,6046.180736765287,-2801.8350847799998,-43439.30364,96350.0518,56155.09381198529,"Evansville,Indiana",2024-12-31,Class B
2024-12-31,-21903.902439999998,54759.7561,0.0,0.0,0.0,0.0,0.0,-21903.902439999998,"Evansville,Indiana",2024-12-31,Class C
2025-12-31,0.0,56519.437,9840.979460391312,4526.850551780003,-2119.2025610700002,0.0,0.0,2407.647990710003,"Evansville,Indiana",2024-12-31,Class C
2026-12-31,0.0,60305.9328,10237.66953673418,4709.327986897722,-2119.2025610700002,0.0,0.0,2590.125425827722,"Evansville,Indiana",2024-12-31,Class C
2027-12-31,0.0,64760.321,10553.157496032081,4854.452448174757,-2119.2025610700002,0.0,0.0,2735.2498871047565,"Evansville,Indiana",2024-12-31,Class C
2028-12-31,0.0,69528.5129,10806.084716062916,4970.798969388941,-2119.2025610700002,0.0,0.0,2851.596408318941,"Evansville,Indiana",2024-12-31,Class C
2029-12-31,0.0,72943.7801,10991.70257226191,5056.183183240478,-2119.2025610700002,-32855.85366,72943.7801,43024.90706217048,"Evansville,Indiana",2024-12-31,Class C
2024-12-31,-35555.05432,88887.6358,0.0,0.0,0.0,0.0,0.0,-35555.05432,"Fairbanks,Alaska",2024-12-31,Class B
2025-12-31,0.0,91090.5222,13388.648398761687,6158.778263430376,-3439.95150546,0.0,0.0,2718.8267579703756,"Fairbanks,Alaska",2024-12-31,Class B
2026-12-31,0.0,96562.3667,13807.99016156652,6351.675474320599,-3439.95150546,0.0,0.0,2911.723968860599,"Fairbanks,Alaska",2024-12-31,Class B
2027-12-31,0.0,102787.1856,14194.06804088808,6529.271298808516,-3439.95150546,0.0,0.0,3089.3197933485158,"Fairbanks,Alaska",2024-12-31,Class B
2028-12-31,0.0,109219.6899,14529.638530103728,6683.6337238477145,-3439.95150546,0.0,0.0,3243.6822183877143,"Fairbanks,Alaska",2024-12-31,Class B
2029-12-31,0.0,113881.4197,14775.950060232539,6796.9370277069675,-3439.95150546,-53332.58148,113881.4197,63905.82374224697,"Fairbanks,Alaska",2024-12-31,Class B
2024-12-31,-43704.31404,109260.7851,0.0,0.0,0.0,0.0,0.0,-43704.31404,"Fairbanks,Alaska",2024-12-31,Class C
2025-12-31,0.0,112568.1235,18421.220256829805,8473.76131814171,-4228.39238337,0.0,0.0,4245.368934771709,"Fairbanks,Alaska",2024-12-31,Class C
2026-12-31,0.0,120032.2934,19113.109857190277,8792.030534307527,-4228.39238337,0.0,0.0,4563.638150937527,"Fairbanks,Alaska",2024-12-31,Class C
2027-12-31,0.0,128453.9104,19742.205841987856,9081.414687314413,-4228.39238337,0.0,0.0,4853.022303944413,"Fairbanks,Alaska",2024-12-31,Class C
2028-12-31,0.0,137234.1915,20304.86482982327,9340.237821718703,-4228.39238337,0.0,0.0,5111.845438348703,"Fairbanks,Alaska",2024-12-31,Class C
2029-12-31,0.0,143840.9576,20745.726109465122,9543.034010353955,-4228.39238337,-65556.47106,143840.9576,83599.12816698395,"Fairbanks,Alaska",2024-12-31,Class C
2024-12-31,-41464.09584,103660.2396,0.0,0.0,0.0,0.0,0.0,-41464.09584,"Fargo,North Dakota",2024-12-31,Class A
2025-12-31,0.0,107059.8826,14822.049586828794,6818.142809941245,-4011.65127252,0.0,0.0,2806.491537421245,"Fargo,North Dakota",2024-12-31,Class A
2026-12-31,0.0,113957.4585,15221.15351177926,7001.730615418459,-4011.65127252,0.0,0.0,2990.079342898459,"Fargo,North Dakota",2024-12-31,Class A
2027-12-31,0.0,121878.8048,15535.56289187047,7146.358930260416,-4011.65127252,0.0,0.0,3134.707657740416,"Fargo,North Dakota",2024-12-31,Class A
2028-12-31,0.0,130275.6464,15870.40718436858,7300.387304809547,-4011.65127252,0.0,0.0,3288.7360322895465,"Fargo,North Dakota",2024-12-31,Class A
2029-12-31,0.0,136202.8042,16155.19453284901,7431.389485110543,-4011.65127252,-62196.14376,136202.8042,77426.39865259055,"Fargo,North Dakota",2024-12-31,Class A
2024-12-31,-37517.134920000004,93792.8373,0.0,0.0,0.0,0.0,0.0,-37517.134920000004,"Fargo,North Dakota",2024-12-31,Class B
2025-12-31,0.0,96885.7265,13297.74815937854,6116.9641533141275,-3629.7828035099997,0.0,0.0,2487.181349804128,"Fargo,North Dakota",2024-12-31,Class B
2026-12-31,0.0,103247.437,13798.006284542587,6347.08289088959,-3629.7828035099997,0.0,0.0,2717.3000873795904,"Fargo,North Dakota",2024-12-31,Class B
2027-12-31,0.0,110598.3907,14282.064575647708,6569.749704797945,-3629.7828035099997,0.0,0.0,2939.9669012879453,"Fargo,North Dakota",2024-12-31,Class B
2028-12-31,0.0,118398.6246,14647.494945186836,6737.847674785944,-3629.7828035099997,0.0,0.0,3108.0648712759444,"Fargo,North Dakota",2024-12-31,Class B
2029-12-31,0.0,124003.5277,14933.28105310095,6869.3092844264365,-3629.7828035099997,-56275.702379999995,124003.5277,70967.35180091645,"Fargo,North Dakota",2024-12-31,Class B
2024-12-31,-27829.626559999997,69574.0664,0.0,0.0,0.0,0.0,0.0,-27829.626559999997,"Fargo,North Dakota",2024-12-31,Class C
2025-12-31,0.0,71887.1037,9752.612014280025,4486.201526568811,-2692.51636968,0.0,0.0,1793.6851568888105,"Fargo,North Dakota",2024-12-31,Class C
2026-12-31,0.0,76528.789,10176.577408909516,4681.225608098377,-2692.51636968,0.0,0.0,1988.709238418377,"Fargo,North Dakota",2024-12-31,Class C
2027-12-31,0.0,81848.81,10524.726713093598,4841.374288023055,-2692.51636968,0.0,0.0,2148.8579183430547,"Fargo,North Dakota",2024-12-31,Class C
2028-12-31,0.0,87468.4814,10817.934079350744,4976.249676501342,-2692.51636968,0.0,0.0,2283.733306821342,"Fargo,North Dakota",2024-12-31,Class C
2029-12-31,0.0,91504.7252,11047.394615251515,5081.801523015696,-2692.51636968,-41744.43984,91504.7252,52149.5705133357,"Fargo,North Dakota",2024-12-31,Class C
2024-12-31,-53749.507920000004,134373.7698,0.0,0.0,0.0,0.0,0.0,-53749.507920000004,"Farmington,New Mexico",2024-12-31,Class B
2025-12-31,0.0,137727.5904,10327.157955747998,4750.492659644079,-5200.264891260001,0.0,0.0,-449.77223161592156,"Farmington,New Mexico",2024-12-31,Class B
2026-12-31,0.0,148315.2428,10749.051196604416,4944.563550438031,-5200.264891260001,0.0,0.0,-255.70134082197,"Farmington,New Mexico",2024-12-31,Class B
2027-12-31,0.0,161030.8448,11110.273732110161,5110.725916770673,-5200.264891260001,0.0,0.0,-89.5389744893273,"Farmington,New Mexico",2024-12-31,Class B
2028-12-31,0.0,175421.6839,11472.453269490972,5277.328503965847,-5200.264891260001,0.0,0.0,77.06361270584603,"Farmington,New Mexico",2024-12-31,Class B
2029-12-31,0.0,186532.7701,11751.783333012372,5405.820333185691,-5200.264891260001,-80624.26188,186532.7701,106114.06366192568,"Farmington,New Mexico",2024-12-31,Class B
2024-12-31,-28523.383159999998,71308.4579,0.0,0.0,0.0,0.0,0.0,-28523.383159999998,"Farmington,New Mexico",2024-12-31,Class C
2025-12-31,0.0,72939.3055,10202.150045008226,4692.989020703783,-2759.63732073,0.0,0.0,1933.3516999737835,"Farmington,New Mexico",2024-12-31,Class C
2026-12-31,0.0,78108.3951,10607.753803134956,4879.5667494420795,-2759.63732073,0.0,0.0,2119.9294287120797,"Farmington,New Mexico",2024-12-31,Class C
2027-12-31,0.0,84139.6064,10951.14454543821,5037.526490901576,-2759.63732073,0.0,0.0,2277.889170171576,"Farmington,New Mexico",2024-12-31,Class C
2028-12-31,0.0,90874.5665,11293.176364277004,5194.861127567421,-2759.63732073,0.0,0.0,2435.2238068374213,"Farmington,New Mexico",2024-12-31,Class C
2029-12-31,0.0,95969.1774,11554.06760199805,5314.8710969191025,-2759.63732073,-42785.07474,95969.1774,55739.33643618911,"Farmington,New Mexico",2024-12-31,Class C
2024-12-31,-69489.22864,173723.0716,0.0,0.0,0.0,0.0,0.0,-69489.22864,"Fayetteville,North Carolina",2024-12-31,Class A
2025-12-31,0.0,177882.1182,16764.26388523675,7711.561387208904,-6723.08287092,0.0,0.0,988.4785162889048,"Fayetteville,North Carolina",2024-12-31,Class A
2026-12-31,0.0,191863.9023,17396.565631211608,8002.420190357339,-6723.08287092,0.0,0.0,1279.3373194373398,"Fayetteville,North Carolina",2024-12-31,Class A
2027-12-31,0.0,208530.7971,17838.935486925708,8205.910323985825,-6723.08287092,0.0,0.0,1482.8274530658255,"Fayetteville,North Carolina",2024-12-31,Class A
2028-12-31,0.0,227045.1908,18419.24478509489,8472.852601143648,-6723.08287092,0.0,0.0,1749.7697302236484,"Fayetteville,North Carolina",2024-12-31,Class A
2029-12-31,0.0,241052.5874,18918.178383260976,8702.362056300048,-6723.08287092,-104233.84296,241052.5874,138798.02362538004,"Fayetteville,North Carolina",2024-12-31,Class A
2024-12-31,-50380.797040000005,125951.9926,0.0,0.0,0.0,0.0,0.0,-50380.797040000005,"Fayetteville,North Carolina",2024-12-31,Class B
2025-12-31,0.0,128725.4097,13647.931472813683,6278.048477494294,-4874.3421136199995,0.0,0.0,1403.7063638742948,"Fayetteville,North Carolina",2024-12-31,Class B
2026-12-31,0.0,138556.2783,14323.474940352484,6588.798472562142,-4874.3421136199995,0.0,0.0,1714.4563589421423,"Fayetteville,North Carolina",2024-12-31,Class B
2027-12-31,0.0,150379.2622,14799.206006584953,6807.6347630290775,-4874.3421136199995,0.0,0.0,1933.292649409078,"Fayetteville,North Carolina",2024-12-31,Class B
2028-12-31,0.0,163515.5457,15281.518839783721,7029.498666300511,-4874.3421136199995,0.0,0.0,2155.1565526805116,"Fayetteville,North Carolina",2024-12-31,Class B
2029-12-31,0.0,173407.633,15682.032779740992,7213.735078680856,-4874.3421136199995,-75571.19556,173407.633,100175.83040506087,"Fayetteville,North Carolina",2024-12-31,Class B
2024-12-31,-34498.56216,86246.4054,0.0,0.0,0.0,0.0,0.0,-34498.56216,"Fayetteville,North Carolina",2024-12-31,Class C
2025-12-31,0.0,88352.9562,11484.470583828628,5282.856468561168,-3337.7358889800003,0.0,0.0,1945.120579581168,"Fayetteville,North Carolina",2024-12-31,Class C
2026-12-31,0.0,94964.5329,11941.846610571496,5493.249440862888,-3337.7358889800003,0.0,0.0,2155.513551882888,"Fayetteville,North Carolina",2024-12-31,Class C
2027-12-31,0.0,102758.0978,12300.658754111178,5658.303026891142,-3337.7358889800003,0.0,0.0,2320.5671379111413,"Fayetteville,North Carolina",2024-12-31,Class C
2028-12-31,0.0,111324.7988,12705.782723173383,5844.660052659756,-3337.7358889800003,0.0,0.0,2506.9241636797556,"Fayetteville,North Carolina",2024-12-31,Class C
2029-12-31,0.0,117816.6125,13055.945498900603,6005.734929494277,-3337.7358889800003,-51747.84324,117816.6125,68736.76830051428,"Fayetteville,North Carolina",2024-12-31,Class C
2024-12-31,-134712.11172000002,336780.2793,0.0,0.0,0.0,0.0,0.0,-134712.11172000002,"Flagstaff,Arizona",2024-12-31,Class A
2025-12-31,0.0,342644.2406,26458.760218887015,12171.029700688026,-13033.39680891,0.0,0.0,-862.3671082219735,"Flagstaff,Arizona",2024-12-31,Class A
2026-12-31,0.0,369920.9649,25566.238772402627,11760.469835305208,-13033.39680891,0.0,0.0,-1272.9269736047918,"Flagstaff,Arizona",2024-12-31,Class A
2027-12-31,0.0,405286.0641,28009.76405427425,12884.491464966153,-13033.39680891,0.0,0.0,-148.90534394384667,"Flagstaff,Arizona",2024-12-31,Class A
2028-12-31,0.0,446900.0448,28860.09480214247,13275.643608985536,-13033.39680891,0.0,0.0,242.24680007553616,"Flagstaff,Arizona",2024-12-31,Class A
2029-12-31,0.0,479086.1467,29587.20097579614,13610.112448866223,-13033.39680891,-202068.16757999998,479086.1467,277594.6947599562,"Flagstaff,Arizona",2024-12-31,Class A
2024-12-31,-116015.03808,290037.5952,0.0,0.0,0.0,0.0,0.0,-116015.03808,"Flagstaff,Arizona",2024-12-31,Class B
2025-12-31,0.0,293645.9902,22400.325472442262,10304.14971732344,-11224.454934239999,0.0,0.0,-920.3052169165585,"Flagstaff,Arizona",2024-12-31,Class B
2026-12-31,0.0,316618.72,23380.220947465106,10754.901635833949,-11224.454934239999,0.0,0.0,-469.5532984060501,"Flagstaff,Arizona",2024-12-31,Class B
2027-12-31,0.0,347113.0813,24127.673034346655,11098.729595799461,-11224.454934239999,0.0,0.0,-125.7253384405376,"Flagstaff,Arizona",2024-12-31,Class B
2028-12-31,0.0,383254.3317,24899.21022082381,11453.636701578951,-11224.454934239999,0.0,0.0,229.18176733895234,"Flagstaff,Arizona",2024-12-31,Class B
2029-12-31,0.0,410872.9225,25527.41843069089,11742.612478117808,-11224.454934239999,-174022.55711999998,410872.9225,237368.5229238778,"Flagstaff,Arizona",2024-12-31,Class B
2024-12-31,-72546.92796,181367.3199,0.0,0.0,0.0,0.0,0.0,-72546.92796,"Flagstaff,Arizona",2024-12-31,Class C
2025-12-31,0.0,184067.9806,18403.69641736872,8465.70035198961,-7018.915280130001,0.0,0.0,1446.7850718596092,"Flagstaff,Arizona",2024-12-31,Class C
2026-12-31,0.0,198145.6948,19160.87253864232,8814.001367775467,-7018.915280130001,0.0,0.0,1795.0860876454663,"Flagstaff,Arizona",2024-12-31,Class C
2027-12-31,0.0,216289.6382,19828.79838966245,9121.247259244727,-7018.915280130001,0.0,0.0,2102.331979114726,"Flagstaff,Arizona",2024-12-31,Class C
2028-12-31,0.0,237478.0096,20488.6204273687,9424.7653965896,-7018.915280130001,0.0,0.0,2405.8501164596,"Flagstaff,Arizona",2024-12-31,Class C
